,OBJECTID,CalSim_ID,Riv_Mi,Riv_Name,Comment,C2VSIM_GW,C2VSIM_SW,CalSim2_ID,Type,Sub_Type,Nrest_Gage,Strm_Code,RM_II,HR,geometry
340,341.0,AMR015,15.0,American River,C2VSIM/CalSim2 Node moved from schematic location upstream to mile 18.  There is a bend in the river which makes this the shortest line to the C2VSIM location. Near USGS Gage - 383714121170200,380,377,301,CH,STM,,AMR,15.0,SAC,POINT (-121.31142455220993 38.60616599253241)
341,342.0,AMR020,20.0,American River,C2VSIM Node,384,376,,CH,STM,,AMR,20.0,SAC,POINT (-121.26313410447706 38.637307639172505)
342,343.0,LBC043,42.62,Lower Boardman Canal,Diversion to Shirland Canal/Mormon Ravine,,,,CH,CNL,,LBC,43.0,SAC,POINT (-121.07158888314346 38.88626256527026)
343,344.0,CCK007,6.6,Coon Creek,Inflow from RFS23.,,,,CH,STM,,CCK,7.0,SAC,POINT (-121.52505956564545 38.893240228948265)
344,345.0,CRC002,2.41,Natomas Cross Canal,,,,,CH,CNL,,CRC,2.0,SAC,POINT (-121.57403953657389 38.803574385060536)
345,346.0,SAC289,289.15,Sacramento River,South Bonnieville Pumping Plant,009,207,104,CH,STM,,SAC,289.0,SAC,POINT (-122.35624555235353 40.53738471681221)
346,347.0,NTOMA,22.5,American River,Lake Natoma and diversion point for Folsom South Canal. C2VSIM/CalSim2 Node.,385,375,S9,STR,SIM,,,,SAC,POINT (-121.22044346173777 38.637298214849714)
347,348.0,FOLSM,29.39,American River,Folsom Lake Dam. Diversion point for San Juan (Sidney N. Peterson) and City of Roseville WTPs upstream of USGS Gage - 11446220. C2VSIM/CalSim2 Node.,389,374,S8,STR,SIM,11446220,,,SAC,POINT (-121.1568905331885 38.707782791683556)
348,349.0,FSC003,3.0,Folsom South Canal,Diversion to Coloma WTP. CalSim2 Node,,,309,CH,CNL,,FSC,3.0,SAC,POINT (-121.25477451293125 38.60846213892785)
349,350.0,FSC015,15.0,Folsom South Canal,Non-District Ag diversion,,,,CH,CNL,,FSC,15.0,SJR,POINT (-121.21666942312369 38.4572760521432)
350,351.0,FSC025,24.67,Folsom South Canal,Diversion to Rancho Seco Nuclear Power Plant,,,,CH,CNL,,FSC,25.0,SJR,POINT (-121.18975728847336 38.33657193988115)
351,352.0,FSC027,26.26,Folsom South Canal,Proposed Diversion to East Bay MUD via Mokolumne Aqueduct(wrong name in DU_Table).,,,,CH,CNL,,FSC,27.0,SAC,POINT (-121.1833017790837 38.312074839477795)
352,353.0,FSC013,12.56,Folsom South Canal,Inflow from proposed Freeport Diversion on Sacramento River.,,,,CH,CNL,,FSC,13.0,SAC,POINT (-121.24414154660828 38.48387345126882)
353,354.0,02_SU,,,,,,,S,U,,,,SAC,POINT (-122.39870735677765 40.56747881026934)
354,355.0,02_PU,,,,,,,PR,U,,,,SAC,POINT (-122.48082390109383 40.520688536708015)
355,356.0,02_PA,,,,,,,PR,A,,,,SAC,POINT (-122.51568045224069 40.48589810273122)
356,357.0,03_SU,,,Urban Settlement Contractors,,,,S,U,,,,SAC,POINT (-122.41961134954083 40.60485086354609)
357,358.0,03_PU1,,,,,,,PR,U,,,,SAC,POINT (-122.3811730898779 40.67536073626134)
358,359.0,03_PU2,,,,,,,PR,U,,,,SAC,POINT (-122.25299398862599 40.63665301970372)
359,360.0,03_PA,,,,,,,PR,A,,,,SAC,POINT (-122.2937834540582 40.58366893694733)
360,361.0,SAC271,271.0,Sacramento River,Confluence with Cottonwood Creek,,,,CH,STM,,SAC,271.0,SAC,POINT (-122.19912206738397 40.38039797579933)
361,362.0,SAC273,273.45,Sacramento River,Balls Ferry,,,,CH,SG,DWR  (BSF),SAC,273.0,SAC,POINT (-122.19407181726635 40.417482103526275)
362,363.0,02_NU,,,,,,,NP,U,,,,SAC,POINT (-122.29698605772428 40.44696939269861)
363,364.0,WTPCSD,,,Clear Creek CSD WTP,,,,WTP,NA,,,,SAC,POINT (-122.53652857582792 40.5960017768928)
364,365.0,WTPJMS,,,Shasta Lake Water Treatment Plant (proxy for Jones Valley/Shasta/Mountain Gate WTPs),,,,WTP,NA,,,,SAC,POINT (-122.41351265907558 40.7132965755023)
365,366.0,CCWWTP,,,Clear Creek Wastewater Treatment Plant,,,,WWTP,NA,,,,SAC,POINT (-122.36906693672182 40.50269567936667)
366,367.0,SWWWTP,,,"Stillwater WWTF? Model shows returns from this node to SAC285 which is about 4mi upstream.  CCWWTP is there, but on the wrong side of the river.",,,,WWTP,NA,,,,SAC,POINT (-122.29012846917196 40.47644396873792)
367,368.0,WTPFTH,,,Foothill Water Treatment Plant,,,,WTP,NA,,,,SAC,POINT (-122.41878634232839 40.581973762171664)
368,369.0,02_NA,,,,,,,NP,A,,,,SAC,POINT (-122.2912563602607 40.344337697328754)
369,370.0,03_SA,,,Non-District Settlement Ag,,,,S,A,,,,SAC,POINT (-122.31880933793691 40.492618862665)
370,371.0,03_NA,,,,,,,NP,A,,,,SAC,POINT (-122.0968158169793 40.48230967254321)
371,372.0,03_NU,,,,,,,NP,U,,,,SAC,POINT (-122.07817521016906 40.501376175363106)
372,373.0,BCN010,10.0,Bear Creek,Bear Creek North inflow point near USGS Gage - 113741000,,,,CH,SG,11374100,BCN,10.0,SAC,POINT (-122.11715379781744 40.52813623662758)
373,374.0,SAC299,298.65,Sacramento River,Sacramento River at Keswick,,,,CH,SG,11370500,SAC,299.0,SAC,POINT (-122.44415902220216 40.60155544267436)
374,375.0,05_NA,,,,,,,NP,A,,,,SAC,POINT (-122.03388170130617 39.99694478629913)
375,376.0,05_NU,,,,,,,NP,U,,,,SAC,POINT (-122.09065261393305 40.063095821784586)
376,377.0,04_PA1,,,,,,,PR,A,,,,SAC,POINT (-122.2058023653881 39.992625072809744)
377,378.0,04_PA2,,,,,,,PR,A,,,,SAC,POINT (-122.1946675158516 39.846803848014765)
378,379.0,04_NU1,,,Red Bluff,,,,NP,U,,,,SAC,POINT (-122.25400370032985 40.1702130863706)
379,380.0,04_NA,,,,,,,NP,A,,,,SAC,POINT (-122.15625861036663 39.93263890926389)
380,381.0,06_PA,,,,,,,PR,A,,,,SAC,POINT (-122.21631435984756 39.74624932149776)
381,382.0,06_NA,,,,,,,NP,A,,,,SAC,POINT (-122.31343813628627 39.80157108859026)
382,383.0,06_NU,,,City of Orland,,,,NP,U,,,,SAC,POINT (-122.19329879727287 39.749738349872665)
383,384.0,07N_PA,,,,,,,PR,A,,,,SAC,POINT (-122.24469365802233 39.58478106260968)
384,385.0,07N_NA,,,,,,,NP,A,,,,SAC,POINT (-122.15742042125405 39.58643495347901)
385,386.0,09_SA1,,,M and T Ranch Inc.,,,,S,A,,,,SAC,POINT (-121.91110079118295 39.67322646715133)
386,387.0,09_NA,,,,,,,NP,A,,,,SAC,POINT (-121.9257064862275 39.600807662417004)
387,388.0,09_SA2,,,,,,,S,A,,,,SAC,POINT (-121.94241544321135 39.31951493825414)
388,389.0,09_PR,,,,,,,PR,R,,,,SAC,POINT (-121.94079033142636 39.57931460386339)
389,390.0,10_NU2,,,Urban concentration in aerial imagery.,,,,NP,U,,,,SAC,POINT (-121.80396200486513 39.644932061655396)
390,391.0,10_NA,,,Durham ID,,,,NP,A,,,,SAC,POINT (-121.72702271200819 39.61390780438842)
391,392.0,GCC036,36.03,Glenn-Colusa Canal,C2VSIM Node,211,309,,CH,CNL,,GCC,36.0,SAC,POINT (-122.25651316506571 39.37809493672386)
392,393.0,TCC066,66.25,Tehama-Colusa Canal,Funks Reservoir,,,,CH,CNL,,TCC,66.0,SAC,POINT (-122.28879226616806 39.32976827846653)
393,394.0,11_NU1,,,,,,,NP,U,,,,SAC,POINT (-121.59950370219342 39.51461145793119)
394,395.0,THRMF,,,Thermalito Forebay,,,,STR,NA,,PCL,,SAC,POINT (-121.62790722973583 39.51421710315729)
395,396.0,THRMA,,,Thermalito Afterbay,,,,STR,SIM,,,,SAC,POINT (-121.65348781318737 39.500751900478726)
396,397.0,13_NA,,,,,,,NP,A,,,,SAC,POINT (-121.39426137161796 39.451691522654045)
397,398.0,13_NU1,,,,,,,NP,U,,,,SAC,POINT (-121.51290926679613 39.487366508676566)
398,399.0,ORWWTP,,,Oroville Wastewater Treatment Plant,,,,WWTP,NA,,,,SAC,POINT (-121.56521896518421 39.48667397690356)
399,400.0,RFS13,,,,,,,RFS,NA,,,,SAC,POINT (-121.47535216246237 39.37286069600904)
400,401.0,12_NA,,,,,,,NP,A,,,,SAC,POINT (-121.59190848349506 39.37132424293328)
401,402.0,12_NU1,,,,,,,NP,U,,,,SAC,POINT (-121.55290619459329 39.506759889548505)
402,403.0,WEC000,0.0,,Diverstion to Western and Richvale Canals,,,,CH,SG,11406880 / 11406900,WEC,0.0,SAC,POINT (-121.68567943111758 39.50520786911346)
403,404.0,JBC000,0.0,Sutter-Butte Canal at Intake.  Joint Board Canal,,,,,CH,SG,11406910,JBC,0.0,SAC,POINT (-121.65858374612142 39.451715574758445)
404,405.0,BGD000,,Biggs-West Gridley Drain,,,,,CH,CNL,,BGD,,SAC,POINT (-121.75078312072587 39.4064457731364)
405,406.0,CRK005,,Biggs-West Gridley Drain,,,,,CH,CNL,,CRK,,SAC,POINT (-121.8820956650326 39.3278708070276)
406,407.0,RFS11,,,,,,,RFS,NA,,,,SAC,POINT (-121.71054611379368 39.40704450490131)
407,408.0,11_SA3,,,,,,,S,A,,,,SAC,POINT (-121.69048882743118 39.407339405752715)
408,409.0,11_SA1,,,,,,,S,A,,,,SAC,POINT (-121.78835244471111 39.526128933261)
409,410.0,17N_PR,,,,,,,PR,R,,,,SAC,POINT (-121.82411479629643 39.328794154534286)
410,411.0,17N_NR,,,,,,,NP,R,,,,SAC,POINT (-121.89384467784008 39.318355922444155)
411,412.0,17N_NA,,,Groundwater Only,,,,NP,A,,,,SAC,POINT (-121.92496703848069 39.26420641344845)
412,413.0,08N_PR1,,,Sacramento NWR,,,,PR,R,,,,SAC,POINT (-122.16291313456504 39.44278840395447)
413,414.0,OWC000,,Oroville-Wyandotte Canal,Conceptual Diversion Node,,,,CH,CNL,,OWC,,SAC,POINT (-121.37719423229159 39.49574449448953)
414,415.0,HON021,20.5,South Honcut Creek,,,,,CH,STM,,HON,21.0,SAC,POINT (-121.37208024292526 39.36783271683794)
415,416.0,MIO023,,Upper Miocene Canal,,,,,CH,CNL,,MIO,,SAC,POINT (-121.60073575738141 39.60503023299451)
416,417.0,08N_NA,,,,,,,NP,A,,,,SAC,POINT (-122.02709607446873 39.504860090469066)
417,418.0,08N_NU,,,Groundwater,,,,NP,U,,,,SAC,POINT (-122.01212577948888 39.74197046211228)
418,419.0,08N_SA1,,,,,,,S,A,,,,SAC,POINT (-122.05030042147281 39.38489255279374)
419,420.0,08N_SA2,,,,,,,S,A,,,,SAC,POINT (-122.14585274622242 39.50166158526421)
420,421.0,DWRPS2,,,,,,,PS,NA,,,,SAC,POINT (-121.72681550347129 39.02631808406826)
421,422.0,DWRPS1,,,DWR Pump Station No.1,,,,PS,NA,,,,SAC,POINT (-121.63422981917638 38.93178706952909)
422,423.0,08S_NA1,,,,,,,NP,A,,,,SAC,POINT (-121.96796172752316 39.16223679679725)
423,424.0,07S_PA,,,,,,,PR,A,,,,SAC,POINT (-122.15006944436566 39.06383855799241)
424,425.0,07S_NA,,,Groundwater,,,,NP,A,,,,SAC,POINT (-122.31644878262011 39.23280313863843)
425,426.0,08S_SA1,,,,,,,S,A,,,,SAC,POINT (-122.03592197446648 39.23221490055385)
426,427.0,08S_SA2,,,,,,,S,A,,,,SAC,POINT (-122.17709540134142 39.194511577787814)
427,428.0,08S_PR,,,,,,,PR,R,,,,SAC,POINT (-122.05766422545345 39.16382359666246)
428,429.0,08S_NU,,,"Cities of Colusa, Williams, Knights Landing and Small Communities.",,,,NP,U,,,,SAC,POINT (-122.15108960768613 39.154123497749396)
429,430.0,SBP028,27.52,Sutter Bypass,C2VSIM Node at DWR Pump Station #3,278,335,,CH,BYP,,SBP,28.0,SAC,POINT (-121.7825189095334 39.115011310255795)
430,431.0,SBP031,31.0,Sutter Bypass,C2VSIM Node near USGS Gage - 11390425,270,334,,CH,BYP,11390425,SBP,31.0,SAC,POINT (-121.83451183410233 39.14487070266288)
431,432.0,SBP024,23.52,Sutter Bypass,C2VSIM Node,281,336,,CH,BYP,,SBP,24.0,SAC,POINT (-121.74926157170691 39.064930388696645)
432,433.0,SAC109,108.7,Sacramento River,Diversion. Unknown Pump Station,,,,CH,STM,,SAC,109.0,SAC,POINT (-121.81134590268432 38.90854099599734)
433,434.0,SAC093,92.82,Sacramento River,Colusa Basin Drain return at Knights Landing,,,,CH,STM,,SAC,93.0,SAC,POINT (-121.72151618729035 38.80222947919599)
434,435.0,SAC091,91.18,Sacramento River,Portuguese Bend Pumping Plant,,,,CH,STM,,SAC,91.0,SAC,POINT (-121.69692204348378 38.79790265686724)
435,436.0,SBP021,20.76,Sutter Bypass,SBP diversion to and return from DWRPS2.,293,337,137,CH,BYP,,SBP,21.0,SAC,POINT (-121.73506506732485 39.026385819698014)
436,437.0,SBP018,17.5,Sutter Bypass,,305,338,,CH,BYP,,SBP,18.0,SAC,POINT (-121.7119134533259 38.984580316575595)
437,438.0,SBP014,13.53,Sutter Bypass,C2VSIM Node,317,339,,CH,BYP,,SBP,14.0,SAC,POINT (-121.65784589809874 38.94510119266542)
438,439.0,SBP012,12.0,Sutter Bypass,Sutter Bypass at DWR Pump Station #1,,,,CH,BYP,,SBP,12.0,SAC,POINT (-121.63968225007473 38.928139095799544)
439,440.0,YBP032,31.72,Yolo Bypass,Yolo Bypass at Woodland.  Confluence with Cache Creek. Around 7mi downstream of Freemont Weir.  C2VSIM Node.,360,396,,CH,SG,11453000,YBP,32.0,SAC,POINT (-121.65973336528272 38.677590972370744)
440,441.0,YBP026,26.0,Yolo Bypass,C2VSIM Node,401,397,,CH,BYP,,YBP,26.0,SAC,POINT (-121.613923677086 38.60306718319441)
441,442.0,YBP023,23.37,Yolo Bypass,This node is already 2mi downstream of Sacramento Weir which should not occur until YBP038?? C2VSIM Node,407,398,,CH,BYP,,YBP,23.0,SAC,POINT (-121.60928910101929 38.56558668687133)
442,443.0,YBP016,16.0,Yolo Bypass,Lisbon Weir. C2VSIM Node,433,407,,CH,BYP,,YBP,16.0,SAC,POINT (-121.63796515632949 38.46319545571488)
443,444.0,YBP020,19.93,Yolo Bypass,Confluence with Putah Creek. Schematic shows this connecting to Sacremento Weir which enters bypass at ~mi30?? C2VSIM/CalSim2 Node,414,399,171,CH,BYP,,YBP,20.0,SAC,POINT (-121.61071691913679 38.51571067998065)
444,445.0,YBP014,14.0,Yolo Bypass,C2VSIM Node near USGS Gage - 11455125,432,408,,CH,BYP,11455125,YBP,14.0,SAC,POINT (-121.64942983926349 38.43564008372671)
445,446.0,YBP011,16.0,Yolo Bypass,C2VSIM Node near USGS Gage - 11455135,448,409,,CH,BYP,11455135,YBP,11.0,SAC,POINT (-121.6628815053868 38.39346982935711)
446,447.0,YBP007,11.0,Yolo Bypass,C2VSIM Node near USGS Gage - 11455145,460,410,,CH,BYP,11455145,YBP,7.0,SAC,POINT (-121.67306844586365 38.3360383868852)
447,448.0,CSL005,4.63,Yolo Bypass,Confluence with Barker Slough via Lindsey Slough. C2VSIM/CalSIM2 Node ~ 2.5mi upstream of USGS Gage - 11455350. Renamed from YBP021 per Andy D's request.,,,,CH,BYP,,CSL,5.0,SAC,POINT (-121.67860526643216 38.23471174605507)
448,449.0,BKR002,1.69,Barker Slough,Barker Slough Pumping Station.  What type of node is this?? CalSim2 Node.,,,403,CH,STM,,BKR,2.0,SAC,POINT (-121.79699394785965 38.27620436043249)
449,450.0,WTPCYC,,,Yuba City Water Treatment Plant,,,,WWTP,NA,,,,SAC,POINT (-121.62462190617155 39.16036942890164)
450,451.0,16_PU,,,,,,,PR,U,,,,SAC,POINT (-121.63941637975 39.13762233838688)
451,452.0,16_NU,,,,,,,NP,U,,,,SAC,POINT (-121.66586034576238 39.148863620186205)
452,453.0,YCWWTP,,,Yuba City Wastewater Treatment Plant,,,,WWTP,NA,,,,SAC,POINT (-121.61226797086323 39.10718343936517)
453,454.0,16_PA,,,,,,,PR,A,,,,SAC,POINT (-121.64065964248937 39.027561986901866)
454,455.0,16_SA,,,,,,,PR,A,,,,SAC,POINT (-121.60425080713055 38.95550453874664)
455,456.0,16_NA2,,,,,,,NP,A,,,,SAC,POINT (-121.63450144551754 38.94361722311248)
456,457.0,MCD028,28.08,Merced River,C2VSIM node. Merced River at Cressey,697,120,,CH,SG,DWR (CRS),MCD,28.0,SJR,POINT (-120.6639430875401 37.42434016856443)
457,458.0,MCD036,36.0,Merced River,C2VSIM node.,698,119,,CH,STM,,MCD,36.0,SJR,POINT (-120.57713386169868 37.466092415909394)
458,459.0,MCD042,42.0,Merced River,C2VSIM node.,699,118,,CH,STM,,MCD,42.0,SJR,POINT (-120.50069782033962 37.47063119186339)
459,460.0,MCD048,48.0,Merced River,C2VSIM node.,700,117,,CH,STM,11271250,MCD,48.0,SJR,POINT (-120.43408548927509 37.52022204035465)
460,461.0,MCD052,52.17,Merced River,C2VSIM node. Crocker-Huffman Diversion Dam to Main Canal near Merced Falls.,701,116,,CH,STM,,MCD,52.0,SJR,POINT (-120.36755486652456 37.51112573612092)
461,462.0,MCLRE,62.32,Merced River,Lake McClure/Exchequer Dam.,,,,STR,SIM,1127000,,,SJR,POINT (-120.27056016363773 37.585276407006)
462,463.0,EBP050,50.0,Eastside Bypass,"Bear Creek below East Side Canal near Crane Ranch - DWR B0-5516 (Mislocated!  Should be at ~BCK004 : -120.72,37.25388889)",,,,CH,SG,DWR  B0-5516,EBP,50.0,SJR,POINT (-120.8040341411508 37.26051318778204)
463,464.0,EBP048,48.12,Eastside Bypass,Confluence with Bear Creek. C2VSIM node.,729,111,,CH,BYP,,EBP,48.0,SJR,POINT (-120.77641560995234 37.252938470577625)
464,465.0,EBP043,43.0,Eastside Bypass,Inflow from Owens Creek.  Owens Creek does NOT appear to connect directly to the Bypass anymore!,,,,CH,BYP,,EBP,43.0,SJR,POINT (-120.71398822110693 37.21968068178273)
465,466.0,EBP042,41.81,Eastside Bypass,Inflow from Deadmans Creek.,,,,CH,BYP,,EBP,42.0,SJR,POINT (-120.69918917144813 37.206334998119615)
466,467.0,EBP041,41.26,Eastside Bypass,Confluence with Mariposa Bypass.,,,,CH,BYP,,EBP,41.0,SJR,POINT (-120.69115524824267 37.20171506163769)
467,468.0,EBP033,32.94,Eastside Bypass,DWR Gage.,,,,CH,SG,DWR (ELN),EBP,33.0,SJR,POINT (-120.58810938150759 37.12799345538342)
468,469.0,EBP032,32.28,Eastside Bypass,Confluence with Sand Slough Bypass,,,,CH,BYP,,EBP,32.0,SJR,POINT (-120.5845503590942 37.11877774808428)
469,470.0,EBP030,30.14,Eastside Bypass,C2VSIM node. Confluence with Chowchilla River.,785,87,,CH,BYP,,EBP,30.0,SJR,POINT (-120.55302056881227 37.10475425400952)
470,471.0,EBP022,21.73,Eastside Bypass,Confluence with Ash Slough,,,,CH,BYP,,EBP,22.0,SJR,POINT (-120.44392346675791 37.03149201222869)
471,472.0,EBP019,18.67,Eastside Bypass,Confluence with Berenda Slough,,,,CH,BYP,,EBP,19.0,SJR,POINT (-120.4115118049748 36.995948742893155)
472,473.0,EBP016,16.42,Eastside Bypass,C2VSIM node. Confluence with Fresno River,819,76,,CH,BYP,,EBP,16.0,SJR,POINT (-120.38197138266587 36.97558921335365)
473,474.0,EBP001,0.08,Eastside Bypass,Chowchilla Bypass at head below control structure. DWRB07802,,,,CH,SG,DWR  B0-7802,EBP,1.0,SJR,POINT (-120.28472465017154 36.774394917003086)
474,475.0,FRS020,20.0,Fresno River,C2VSIM node.,821,74,,CH,STM,,FRS,20.0,SJR,POINT (-120.29297780961429 36.96782336789165)
475,476.0,FRS016,16.0,Fresno River,C2VSIM node.,820,75,,CH,STM,11258250,FRS,16.0,SJR,POINT (-120.36047962385697 36.975515097843264)
476,477.0,FRS032,32.0,Fresno River,C2VSIM node.,823,72,,CH,STM,,FRS,32.0,SJR,POINT (-120.0898905720507 36.96835104433167)
477,478.0,FRS036,36.03,Fresno River,C2VSIM node. John Franchi Diversion Dam. Main Canal Diversion to Madera ID,824,74,,CH,STM,,FRS,36.0,SJR,POINT (-120.02581489009472 36.984804759206234)
478,479.0,CHW006,6.0,Chowchilla River,C2VSIM node.,786,86,,CH,STM,,CHW,6.0,SJR,POINT (-120.4521774199416 37.10002100211053)
479,480.0,CHW011,11.0,Chowchilla River,C2VSIM node.,787,85,,CH,STM,,CHW,11.0,SJR,POINT (-120.38038247295145 37.12427677275228)
480,481.0,CHW017,16.76,Chowchilla River,C2VSIM node.,788,84,,CH,STM,,CHW,17.0,SJR,POINT (-120.29825132850631 37.147530709574866)
481,482.0,CHW021,21.0,Chowchilla River,C2VSIM node.,789,83,,CH,STM,,CHW,21.0,SJR,POINT (-120.2284184818706 37.1615014666709)
482,483.0,CHW024,24.0,Chowchilla River,C2VSIM node.,790,82,,CH,STM,,CHW,24.0,SJR,POINT (-120.17871551009954 37.16108398149993)
483,484.0,CHW028,27.3,Chowchilla River,C2VSIM node. Confluence with Madera Canal.,791,81,,CH,STM,,CHW,28.0,SJR,POINT (-120.1232979658873 37.15874993969621)
484,485.0,CHW031,31.0,Chowchilla River,C2VSIM node.,792,80,,CH,STM,,CHW,31.0,SJR,POINT (-120.06382514165483 37.17733573898776)
485,486.0,ESTMN,37.06,Chowchilla River,H.V. Eastman Lake/Buchanan Dam.,,,,STR,SIM,,,,SJR,POINT (-119.98446822550504 37.216696651819525)
486,487.0,DED010,10.0,Deadman Creek,C2VSIM node.,751,99,,CH,STM,,DED,10.0,SJR,POINT (-120.58772927219829 37.193954898772816)
487,488.0,DED019,19.0,Deadman Creek,C2VSIM node.,752,98,,CH,STM,,DED,19.0,SJR,POINT (-120.45695405277436 37.19289061124895)
488,489.0,DED025,25.0,Deadman Creek,C2VSIM node.,753,97,,CH,STM,,DED,25.0,SJR,POINT (-120.37250726945194 37.200184054474626)
489,490.0,DED032,32.0,Deadman Creek,C2VSIM node.,754,96,,CH,STM,,DED,32.0,SJR,POINT (-120.27153412419976 37.204112124826516)
490,491.0,DED035,35.0,Deadman Creek,C2VSIM node.,755,95,,CH,STM,,DED,35.0,SJR,POINT (-120.22364008187495 37.20905105737801)
491,492.0,DED038,38.0,Deadman Creek,C2VSIM node.,756,94,,CH,STM,,DED,38.0,SJR,POINT (-120.18974464438645 37.22360808984086)
492,493.0,DED044,44.0,Deadman Creek,C2VSIM node.,757,93,,CH,STM,,DED,44.0,SJR,POINT (-120.13050247181394 37.23744634590608)
493,494.0,BCK006,6.0,Bear Creek,,,,,CH,STM,,BCK,6.0,SJR,POINT (-120.69541605904227 37.25682092296639)
494,495.0,BCK010,10.0,Bear Creek,C2VSIM node.,736,110,,CH,STM,,BCK,10.0,SJR,POINT (-120.64349659646312 37.25901081441812)
495,496.0,BCK017,17.0,Bear Creek,C2VSIM node.,737,109,,CH,STM,,BCK,17.0,SJR,POINT (-120.55495001156828 37.2998355991525)
496,497.0,BCK024,24.0,Bear Creek,C2VSIM node.,738,108,,CH,STM,11260290,BCK,24.0,SJR,POINT (-120.45315779245843 37.30966980843222)
497,498.0,BCK031,31.0,Bear Creek,C2VSIM node.,739,107,,CH,STM,,BCK,31.0,SJR,POINT (-120.35020191759135 37.313833839775604)
498,499.0,BCK035,35.0,Bear Creek,C2VSIM node.,740,106,,CH,STM,,BCK,35.0,SJR,POINT (-120.29617032111548 37.33859382367228)
499,500.0,BCK040,40.16,Bear Creek,C2VSIM node. USACOE Gage - BAR,741,105,,CH,SG,USACE (BAR),BCK,40.0,SJR,POINT (-120.22836677022458 37.369903313655065)
500,501.0,SLD027,27.0,San Luis Drain,Grasslands Bypass Project,,,,CH,CNL,11262890,SLD,27.0,SJR,POINT (-120.66239041060163 36.95320908952265)
501,502.0,62_NA4,,,,,,,NP,A,,,,SJR,POINT (-121.10679316915166 37.5744495380446)
502,503.0,RFS62,,,,,,,RFS,NA,,,,SJR,POINT (-120.8383302939921 37.54560559097625)
503,504.0,62_NA6,,,,,,,NP,A,,,,SJR,POINT (-120.54496537048406 37.510440446475656)
504,505.0,63_NA3,,,,,,,NP,A,,,,SJR,POINT (-120.57643576730644 37.37507663491744)
505,506.0,MID021,20.66,Main Canal,Madera ID Main Canal,,,,CH,CNL,,MID,21.0,SJR,POINT (-120.43865836267669 37.37566791185676)
506,507.0,63_NA2,,,,,,,NP,A,,,,SJR,POINT (-120.61860844028642 37.438361699710526)
507,508.0,62_NA2,,,,,,,NP,A,,,,SJR,POINT (-120.73155454640128 37.41641977228091)
508,509.0,63_NA4,,,,,,,NP,A,,,,SJR,POINT (-120.8844308701617 37.340275689484486)
509,510.0,62_NA5,,,,,,,NP,A,,,,SJR,POINT (-121.08575533898284 37.5146654955671)
510,511.0,WTPWDH,,,Dr. Joe. Waidhofer WTP,,,,WTP,NA,,,,SJR,POINT (-121.20315153279603 37.96435186347262)
511,512.0,STWWTP,,,City of Stockton Regional WCF Discharge,,,,WWTP,NA,,,,SJR,POINT (-121.32870227100244 37.93612633585212)
512,513.0,WTPJJO,,,John Jones  WTP,,,,WTP,NA,,,,SJR,POINT (-121.44006910313993 37.68363408213468)
513,514.0,OMR002,2.0,Old/Middle Rivers,,,,,CH,STM,,OMR,2.0,SAC,POINT (-121.58195645943076 38.052709415894185)
514,515.0,OMR024,24.33,Old River,,,,,CH,STM,,OMR,24.0,SAC,POINT (-121.55272159645199 37.858742192347364)
515,516.0,OMR021,21.0,Old/Middle Rivers,,,,,CH,STM,,OMR,21.0,SAC,POINT (-121.57543820275677 37.88874173480441)
516,517.0,OMR013,13.09,Old/Middle Rivers,,,,,CH,STM,,OMR,13.0,SAC,POINT (-121.57593674219135 37.97349001961449)
517,518.0,VCT002,2.0,Victoria Canal,,,,,CH,STM,,VCT,2.0,SAC,POINT (-121.52385516024373 37.87419822851982)
518,519.0,64_PA1,,,,,,,PR,A,,,,SJR,POINT (-120.08281054289364 36.935552283543686)
519,520.0,64_PA3,,,Gravelly Ford W.D. and Root Creek W.D.,,,,PR,A,,,,SJR,POINT (-120.29722777862449 36.88518128755444)
520,521.0,60S_PA2,,,,,,,PR,A,,,,SJR,POINT (-121.13405069576613 37.918619263168104)
521,522.0,60S_PA1,,,,,,,PR,A,,,,SJR,POINT (-121.08721402342371 37.9906443548538)
522,523.0,60N_NA3,,,,,,,NP,A,,,,SJR,POINT (-121.24422269744763 38.11553375206639)
523,524.0,WTPDWS,,,,,,,WTP,NA,,,,SJR,POINT (-121.31480849914706 38.0686865052641)
524,525.0,60S_NU1,,,,,,,NP,U,,,,SJR,POINT (-121.28977277632605 37.963433947775194)
525,526.0,CHCGO,,,Port Chicago/Roe Island Channel,,,,CH,NA,,,,SAC,POINT (-122.02190997542384 38.066584995792425)
526,527.0,71_PA8,,,,,,,PR,A,,,,SJR,POINT (-121.51228778462786 37.733884701356395)
527,528.0,DMC076,,Delta-Mendota Canal,Wolfson Bypass,,,,CH,CNL,,DMC,,SJR,POINT (-120.94496083700139 37.054841133893085)
528,529.0,60N_NA4,,,,,,,NP,A,,,,SJR,POINT (-121.35061103109678 38.107648288339334)
529,530.0,60S_NA2,,,,,,,NP,A,,,,SJR,POINT (-121.12479344184469 37.823959997914976)
530,531.0,60S_NA1,,,,,,,NP,A,,,,SJR,POINT (-120.85230679422025 37.953178702243385)
531,532.0,60N_NA5,,,,,,,NP,A,,,,SJR,POINT (-121.16475301813851 38.21231821547816)
532,533.0,PARDE,,,Pardee Reservoir/Dam,,,,STR,NA,,,,SJR,POINT (-120.85007465150902 38.25729976644474)
